review,rating,Sentiment
"The phone was purchased through an 'Alpha Wireless' supposedly in Texas but shipped from a 'Go Green Wireless' out of Florida. While I understand that several companies may cooperate to fulfill orders it does make it difficult regarding recourse when, in this case, a phone was represented as 'New' and simply was not. The price paid should have more closely reflected the condition. Buyer beware as usual when using Amazon or Ebay.",3,Neutral
"It's a nice phone only if it worked properly. I can answer the phone but can't hear the person on the line I have to put the phone on speaker in order to hear, this causes people to hang up because the phone's a piece of junk. this started happen two days after I got the phone.....a bad choice.",1,Negative
Very satisfied,5,Neutral
If you are looking for regular phone that's fairly durable this is great! Especially if used in heavy case? Yes I would recommend this phone,4,Positive
"Short: This phone works fine as a basic phone, if that is all you are looking for. Long: My old phone's LCD croaked on me, and I wanted to wait a bit before buying an HTC Dream, so I went with this cheap phone. Complaints: Menu/key response is sometimes slow. No way to get data to phone via USB cable, at least if you live in the US. It seems like a USB cable exists (in Europe, Asia and Australia) but it costs about as much as the phone itself does after exchange rates. If you go to [...], they talk about cable CA-126, which works with the 1680. It has a regular usb connector on one end, and a Nokia microusb & 2.5mm charger plug on the other. The US Nokia manual says the Microusb port is for ""authorized personal only"", which to my mind says that the carriers in the US wanted to force people into getting things onto the phone via some $$$-chargeable method. In any event, I'll be getting a new phone in a few months so I'll live with this phone for now. But the limitations it has makes it so that it is only suitable for those who are not looking for anything other than making/receiving phone calls (like my parents).",3,Positive
"The good news is that it has a long battery life and is lightweight. But none of that is worth anything if you cant hear the other person. I had a Samsung and a Sony before and never had this problem. The keypad is tough, requiring sledge hammer to push the keys. Bottom line: the phone is cheap, but you get what you pay for. Try Sony or Samsung, their cheapest models work better than this.",1,Neutral
"I needed a replacement phone, and did not want to sign up for a new contract, so I bought a Nokia 1680c at the full retail price. This phone is a good value. It rings loud & clear, and the speakerphone is easy to hear. People I'm calling say my voice is clear, though they can tell I'm on a cell phone. It has a lot of neat software features; for example, you can configure a shortcut action for the left and right softkeys, as well the Up-Down-Left-Right buttons. There is no dedicated rocker switch on the side for volume up & down; during a call, the volume is adjusted by the Left and Right buttons. The phone is constructed well, but feels too light. Battery life is very good. The screen is bright and clear. Navigating menus can be a little sluggish. The keypad is stiff, making text messaging a chore. No Bluetooth connectivity, so forget about using one of those fancy headsets. The box does include a wired earbud/microphone with integrated call answer/end button. Something that annoyed me was how it saved numbers to the address book from an incoming call; the Nokia software puts a ""+"" symbol in front of incoming call numbers. That gets saved to the address book -- for example ""+15551212121"" -- a minor thing, and something probably more useful for European phone numbers, for example. Overall, I like this phone, and will probably keep it until I someday feel the need to get a smartphone-type slab of electronics.",4,Positive
"This is probably the wrost experience i had with Amazon and it costed me $72.00. Both my phones from amazon arrived inright time but without activation. I called AT&T and they could not locate our phone numbers so had to call back amazon and learned that they have not activated our phones. Amazon customer service took good amount of time to do this meanwhile i missed by billing cycle with old cell phone company. This process took about a week, and not to mention the SIM card delivered was not working and amazon had to ship again.",1,Positive
"By simple I mean that in a good way, having come from an Envy 2 I am glad to be able to open the phone and dial and not have to deal with clicking OK twice to unlock the ""locked"" screen. Quotes intentional, the screen was only locked when I needed to urgently make a call but had a lot of phantom dialing while in my pocket. So back to the Alias 2 the phone is easy to figure out but does not work in all the ways it is said to work. Specifically I can not get this phone to pair with my blue tooth in my new car. I tried, the car dealer tried and while NO issues are reported with this phone and its blue tooth capabilities I beg to differ! I read another review of a person who had exact same trouble with a different model car and was also told the phone is fine. It is obviously something unique to this model only because other samsung phones pair without problems. I got my phone exchanged and after going through that it still will not pair with my car. I wanted this phone because it is simpler than the previous envy 2 I owned but even that phone will pair with my car. I plan to switch to a smart phone as soon as the Nexus One comes to verizon. Considering the very large increase in the monthly charges they will thus receive and extending my contract I sincerely hope they work as hard to keep the customer happy as they say they do. This customer is not terribly happy right now! I will say that the network is the strongest for my area so I hope to stick with verizon but can and will change if they wont try and keep me satisfied.",3,Positive
"Just recently got this phone as a replacement to my i760 and am happy to be back to a flip phone. Great Camera, have not tested video yet. Battery life is solid. I'll give samsung credit for the rotating/changable keyboard, a cool thing for the next model might be a customizable keyboard where you have the ability to assign values to each key. As far as ease of use for the keyboard...I havent had any problems and I have large hands/fingers. It takes a little getting used to but once acclimated you should have no problems. I cant comment on voice recognition or blue tooth as I dont really use those features and honestly find them useless (once in a while I'll use my ear piece in the car but its rare). I also dont plan on using it as an MP3 player...I have an ipod for that. If your looking for a phone to synch with outlook then find one where that is offered in the specs. Yes you can remotely sync and get access to web email but nowhere in the description is outlook mentioned so I cant hold that against the phone. It would be like faulting my car cause it doesnt fly (I know thats an exageration but its kinda the same thing) when its clearly not meant for that. If you need a phone that syncs with outlook then get a pda phone. This is basically your standard flip with a few extra features and probly wont be as popular with the mickey mouse club kids that want an iPhone like device that they can watch movies on and giggle over the txts their friends just sent. Interface is about the same as any other VZ flip phone I've had in the past. The ability to use a 16gb micro sd is also a nice feature and is especially handy if you have a card reader on your pc/laptop. All in all its a solid phone that serves the purpose its intended for...a phone thats easy to txt on and make calls on.",4,Positive
"Good overall phone, bluetooth so far syncs well with the integrated bluetooth in a Mercedes that I used to have and also with the aftermarket Alpine stereo that I have in my VW. But some of the features and design are just poor and/or not thought out. Looks great but the body is far too slippery. It's like handling a bar of soap. I use it as my primary alarm clock in the morning and it's really clumsy to grab off the nightstand and shut off the alarm. Even when I'm fully awake and alert :-) it's hard to open and I've dropped it a few times while fumbling to open it. There is a wider slit on the clamshell lid to fit your finger into when opening in portrait mode but in landscape mode there's no place to insert your finger to flip it open, so you have to use your fingernail. Unlike my previous phone, it takes two hands almost all the time to open this thing whereas my old phone I could easily flip it open with one hand. I wish the alarm clock's snooze function was like most clock radios where it allows 10 minutes snooze time, not 5. 5 is just too short. Or, the phone should allow you to set the snooze period as a preference. There is no way to display the time on the front screen when the phone is dark; you have to open it up. Well, you can fake it by holding the lock button for the music keys, which will light up the display) but then you have to hold it a second time to reset the lock/unlock back to where you had it. Also, when you're on a call (although just about every cell phone fails on this) the clock doesn't display anywhere (so this is no better than other phones). How many times have you been on a call and said ""Hey let's meet later!"" and the person asks you ""Ok, what time is it now?"" and you can't tell. (I quit wearing watches because of the clocks on cell phones...but why don't they display the time when on a call?) The keys on the outside aren't too bad except the volume up/down is a little too easy to accidentally press. I like the keyboard idea overall but I find it's like typing on little Chiclet gum candies. I need to use my fingernails to avoid fat-fingering it. In QWERTY mode, the END button is too close to the space bar and I have inadvertantly killed my web browser when typing a space in a field on a page. Frustrating! With the END key was farther away. Wish they would have also engineered in some page up/down keys too, as scrolling line by line is cumbersome. I would also like the END and SEND keys to somehow be the traditional red and green colors too. I use Outlook on my netbook to ""sync"" (sort of) my contacts to the phone. This works alright but if you want to refresh your contacts you have to delete them all from the phone and then resend them over or they'll be duplicates. This is a bit annoying only in that you will then need to re-enter the ICE contacts manually. The bluetooth can send pics to my netbook, but only one at a time (cumbersome). Can't select multiple photos at once. Won't send videos at all to my netbook via Bluetooth. Have to send them via a picture message to email and fake it that way but you incur data usage charges doing it that way. Or you can use removable storage on the MicroSD card to do it. The biggest disappointment is the calendar. What a useless piece of junk! It says you can send calendar appointments to the phone, which you can, but it is half-baked. If you set a reminder in Outlook, the reminder doesn't carry over to the phone. The phone only supports one text field for the appointment and it corresponds to the Outlook appointment body (not the header meeting description nor location), so I have to retype the description and location in the Outlook calendar body if I want to see anything useful on the phone. Even then, some appointments come over with an empty text field on the phone (it is either a problem with the text being too long and/or having a carriage return in the text I think). So if I try to then enter it on the phone (enter the description in the displayed (and empty) text field), the phone freezes and then reboots. Terrible! The recurring meeting also is miserably half-baked. You cannot set an interval like ""every other week"". I work a 9/80 work schedule and I want to have every other Friday that I work in my phone so I know when I'm off work or not. I can only choose daily, weekly, monthly, or annually. So while it does take Outlook calendar items, they end up so flawed and useless that if you really do plan on using this phone as an organizer, don't; it will fail to meet your needs. I understand that Samsung uses this same calendar in many of its products and if so, it will be a deal breaker next time around for me and I'll shop a different brand. The add-on Mobile Email from OZ isn't too bad but it also has room for improvement. It is billed as ""fully integrated"" but not in my eyes. While the phone itself has a limited file viewer for certain file types stored on it, if you receive an email with attachments (even if just a .jpg), the OZ mobile email doesn't support accessing attachments. This is not what I call ""fully integrated"". The OZ email client also works a bit inconsistently (although maybe it's an issue with the email providers and not OZ?). With my Cox POP3 accounts, I can only access the inbox (not sent items). With Yahoo and Hotmail, I can access the various folders OK. With my university's email account (hosted by Google GMAIL), it displays both the inbox and the sent items in the inbox (really weird, and I imagine if I had other folders it might lump everything togeter as well). The user interface for the OZ mobile email isn't too bad although it was a bit unintuitive to find how to add a recipient to an email from the phone's contacts. Can be done but just was hard to find. Also isn't clear on how to add multiple recipients (use a comma or semicolon between them? don't know...) Beware of Verizon's compusory data plan with this phone. It is misleading. Supposedly for $9.99 a month you get 25MB of data usage. This often isn't presented clearly. It applies only to the web browser. Texting and picture messaging are not part of this 25MB **even though they use a data connection!**. It should be called a ""web browsing plan"", not a ""data plan"". So unless you pay for an additional texting plan, you will be charged for each message. I was pretty furious when my first bill arrived to find I was charged for the picture messages I sent thinking it was part of my ""data plan"". The mp3 player is alright although once or twice it froze up on me and I had to restart the phone. The headphone jack is a nontypical 2.5mm so you will need an adapter to go to 3.5mm. Booooo. Battery life is so-so. If at work I listen to mp3s during the day and also do a little lunchtime web browsing for about 10-15 minutes, I can easily go from a full battery to dead in about 5-6 hours. I don't know if this is typical or not of most phones, but it'd be nice if the mp3s can make it through one whole workday, but it can't. Sound on the built-in speakers is decent for something so small.",3,Negative
"I loved my Samsung Alias, as most Alias owners do. I decided to purchase the Alias 2 on faith, assuming that Samsung had simply updated certain features of the original. I was mistaken. The first thing you will notice is the size; the alias 2 is taller, thicker, and wider than the original. If you are like me, one of the reasons you bought the original alias was it's super-slim design. I would say it's about 50% bulkier than the original. While the original slid into your jeans and disappeared, the new one will stick out like a sore thumb. I suppose the increase in size supports the new and improved camera/camcorder but I never used that feature too much in the first place. Ultimately, I would say this is the reason I returned the alias 2, but I also did not care for the much ballyhooed liquid ink screen. When texting, you must toggle through 3 screens to find all the numbers/symbols/punctuation marks that you need. In fact, the third screen only had a scant number of symbols on it, so the empty space is frustrating when toggling to the first screen for the letters. The empty space is a theme on all screens in fact, in either orientation. As I said, I found this annoying (maybe only because I became so used to the 1000 figures/symbols crammed onto the original alias phone pad). I ended up returning the alias 2 and going back to the original. I will keep my new every 2 discount until Verizon comes out with a very good Android or Apple finally relents with the iphone/At&T exclusivity.",2,Positive
"I've gone through several phones in the last few years - whenever my rebates would apply I would upgrade. Last year I settled on the Alias 2, mostly because of the e-ink technology. I was impressed at first but the excitement of the new phone wore off as it always does. Regardless, it remains a trustworthy phone. Hopefully Samsung's newer versions of the Alias will fix a few flaws that I've run into, not the least of which is a slow system. When you're in the middle of typing a text and a new text comes in, the phone freezes momentarily before saving the text-in-progress in a draft and showing you the new text. The fact that the phone saves the text is good - but it would be better if the incoming text flew to the background and the phone allowed you to continue your typing. I've had to learn that when I'm typing a text and the phone stops registering what I'm trying to enter, I have to stop pushing buttons. If you give it a second, it'll resume normal running - otherwise, you might accidentally delete the incoming text. The same goes for trying to take a picture while a text comes in - except the picture doesn't save. Occasionally the phone gets confused - if you flip from landscape to vertical positions too fast, the keys and screen don't change, even after you push a few buttons. It continues to operate as if it were in vertical mode, even though the phone is flipped to the normal position. I like that I can switch from vertical to horizontal and back while in the middle of a text, but this only works if you flip fast enough (there's plenty of time - plus if you close the phone and don't flip fast enough, it simply saves your draft) and doesn't apply to any application other than an in-progress text. There's a decent signal with the Alias 2 - my previous phone was a cheap-o so I noticed an improvement in the signal but I can't verify that it's better than the enV or Omnia or other higher-end phone. If you're considering this phone, take into consideration that none of the cases, including the slimmest clear plastic ones, fit very well on the dual-hinge. They don't prevent the phone from opening, but they do cause a strain on the hinge when flipped in landscape mode and they make phone bulkier than necessary. In terms of size, it has a great feel. It's probably a little bit taller than most phones (about the size of the enV Touch and the orignal enV) but it's very slim and definitely pocket-sized. The keyboard, both in landscape and vertical modes, is a great size and perfect for texting. The keys have a unique feel and are not too big and not too small. The front display provides access to your music and taking a picture self-portrait style. (I've seen some complaints that this isn't possible - it is, you have to hold down the play/pause button then the skip-back button to activate the camera. You can see a preview of the picture and simply press the play/pause button again to take the pic.) The front display also allows you to see text message previews and a quick response with the ""Quick texts"" ... You have to have ""Auto-display text"" options set - a feature I didn't discover until I'd had the phone for six or seven months. (Probably should have read the manual!) The volume for the speaker and the mic are good - I haven't had trouble with not being able to hear anyone or with them hearing me. The speaker phone can be a bit crackly if it's up all the way, but full volume is not necessary as it is plenty loud. When the phone is closed, i.e. listening to music - it needs to be up a bit louder and therefore is sometimes crackly but I'm satifisied with it. After all, it's phone, not a iPod dock. All-in-all, this is a great phone with just a few minor problems. I'm still happy with it after the initial novelty has worn off, even though I'm lusting after an enV Touch (just my personal fickleness when it comes to phones!) I'm saving my money, however, and holding onto the trusty Alias 2.",4,Positive
"The messaging features are nice. Typing text messages is not so much of a hassle with the keyboard. Also, the screen is quite pretty. I have found the morphing keyboard to be a great feature. When receiving calls, the phone works over half the time, but it sometimes resets when I attempt to answer calls. Also, at other times it lights up when a call is coming in, but won't actually finish the process and start ringing, so I don't know who actually called until they tell me later. I'm beginning to kick myself for signing a contract for service with this phone, and I suspect that it is going to be a pain in the butt until the contract is up.",3,Neutral
"I have been using this phone for a few days now and I like it. I am not a big ""gadget phone"" fan, preferring a simpler device that does just what I want. The voice quality is acceptable and after a short learning cycle is easy to use. The Alias 2 allows me, a novice texter, to send and receive text messages with no real hassles. The keypad is a great size, even for my larger fingers. I would have given 5 stars, except for the learning curve required to figure the phone out. Not that this is bad, but it is definitely different than the older phones I was used to.",4,Positive
"I've had this phone for a couple of months. It's pretty cool in the way the screen and keypad can be used in either portrait or landscape. However, the keys don't have good tactile feedback. I have to type with my fingernail in order to press the keys hard enough and accurately. Its voice recognition software is worthless, so if you are accustomed to using this feature to dial (such as in the car using an earpiece), don't bother. The camera and camcorder work very well and the quality of the pictures and display are really good. The battery in this phone doesn't last near as long as my old LG, however this phone has many more features, so I think the battery life is acceptable. It's got a sleek design and it's fun to use, however, I don't think I'd buy another one because of the usability issues.",3,Positive
"My Alias 2 keeps shutting off, even with a full charge. I thought it might be a problem with my battery until my husband's phone started doing the same thing...several times a day! Since then, we have heard of two other people having the same problem with the Alias 2. The local Verizon store offered a software update, but with no guarantee that it would correct the problem. They claim that this phone wasn't a big seller, and they have never heard of this problem before. They refuse to look into the problem, saying that's just the nature of electronic devices...no guarantees. Anyone else having this problem?",2,Negative
"Had a Samsung A-310 for 6 years...a die-hard, sturdy phone. Wanted the same, with improved features. Looked for a flip phone (no purse-calling) that was intuitive, and had decent-sized keys to start texting - and this is it. You have SOOOO much room, because the keyboard changes with your need. Easy to use - intuitive for basic functions. If you choose to read the manual, there is a LOT more there. It's wonderful - thanks Samsung!!!",5,Positive
"Overall I like the phone for its call quality. I love the keyboard and find it very easy to type text messages. I haven't used the camera or the Bluetooth features. I can access my email accounts easily. The main problem with the phone is that locks up when I attempt to use the MP3 player. I have an 8GB MicroSD card with all of my music on it. I hook the phone up to my car radio to play it. Everything was fine for the first month, but now the phone locks up or freezes when it's in media mode and the only way to unlock it is to remove and then replace the battery. Very annoying. The phone has also turned off several times when I was attempting to answer a call.",2,Neutral
"This is a excellent phone great talk time, excellent standby, very user friendly, I may state it takes a little time to get use to but so does it when you change to new anything. The only down fall is the top 3 keys when your texting when you have large fingers, besides that I would recommend this phone to anybody my wife and kids go through phones like water so had many phones but this one is very unique exspecially with the flip screen. The pictures are excellent minus not having a flash i can live with that cause in low light still takes excellent pics. The flashes on all other phones are a joke those are only good for a couple of foot so take how you want but I recommend this phone for anybody men or women is is very unique. Only gripe is for my wife could be in different colors but my gripe is 3 top buttons could be different thanks for reading Jeff.",5,Positive
"Don't bother with this piece of junk. It is the worst phone I have ever owned. Turns itself off inexplicably 15 times a day. Shuts down in the middle of a conversation. So embarrassing. If you ""close"" it too fast, it shuts down. Also, the body of the phone is way too ""slippery"" --- I have dropped it out of my hand a dozen times only because it's too darn slippery to hold. Impossible to flip open the phone with one hand, you need both hands to open it. Terrible product. I am thinking about quitting Verizon simply because they offer this POS phone. Don't waste your time or money with this junk.",1,Neutral
"I got mine for free with the purchase of my wife's blackberry. With the understanding that this is not a full computer, its a great tool tpo give you quick access to the internet. I really don't like working on lap tops, so only own a desktop. This leaves me limited in where I can have access to the internet. This thing gives me access everywhere. I have wireless in the house and I use the broadband everywhere else. Because it is only a netbook it does have its limitations. If you are looking for a full featured machine, this is not for you. But for quick access to the internet and most files, its great.",4,Positive
"Pros: Creative use of buttons, big screen, qwerty keyboard Cons: Doesn't sync with Outlook, clunky user interface, muddled audio in ear piece/speakerphone I really have to give credit to Samsung because of the creatively designed keypad, but I don't recommend this phone overall. The phone user interface isn't simple, and is made somewhat more complicated because they keyboard layout is constantly changing based on what screen you're on. For example, there's an awkward key layout in some versions of the layout, takes too many keystrokes to do things like turn off an alarm (I guess I've been spoiled by almost always owning Nokias, as they tend to have the best-designed user interfaces). Aside from the clumsy UI, the biggest thing that killed this for our family was its inability to sync contacts and calendar events with Outlook. Maybe there's a way to do it with a combination of MyVerizon and USB cables, but its not worth the effort, especially when I can switch to a Nokia that takes care of it (as an aside, I switched to AT&T a week later because of the poor phone selection at Verizon. Also, Verizon disables any Bluetooth syncing capabilities with Outlook, even for the few Nokias they offer.) Overall, the phone is designed creatively, but its hip design doesn't make up for its poor UI and lack of features that were essential to me.",3,Negative
never had a problem have had this phone for over 1 year camera takes decent not great pics nice big buttons for texting call quality excellent battery life pretty good all in all a happy camper,4,Positive
Has some real ram issues. It is really unusable. It takes a good 3 minutes just to run a program. I got mine for free for signing up for Fios and I feel like I got ripped off. I thought it would be a nice little thing because we only have 1 computer in my house. But really this can be used for nothing more than a paper weight. DO NOT BUY. I had to give 1 star because 0 stars wasn't an option.,1,Positive
"Great phone, which has the comfort of a larger phone, mixed with a very easy to use qwerty keyboard. the keyboard has nice space, and a texture that feels like the kindle. With the touch of a button, the QWERTY turns into 1234, or /?!> ect. Just a need phone, highly recommended.",5,Positive
"I have had this fone for two years, and have not had one problem with it.......love the magic keys.....will wait till the Alias 3 comes out to upgrade and it better have the magic keys!",5,Positive
